X1,value,key,vote,date,urlnum,motion_no,amend,amended,title,proposed_by,tabled_dt,debate_dt,motion_text,party.x,constituency.x,region.x,party.y,constituency.y,region.y
564,Kirsty Williams,Against,NDM6094 UKIP debate - motion without amendment,2016-09-21,3991,NDM6094,FALSE,FALSE,NDM6094 - Assembly Debate,Neil Hamilton,2016-09-14,2016-09-14,"To propose that the National Assembly for Wales:1. Acknowledges the important role played by grammar schools in promoting social mobility and giving children from poorer backgrounds access to a first class education.2. Notes that a reduction in social mobility has gone hand in hand with a cut in grammar school places. 3. Believes in diversity in secondary education, which gives children the right to a grammar school education if parents so desire, and supports enhanced status for technical and vocational education and the re-introduction of grammar schools in Wales to produce an educational system which provides the best opportunities for children of all abilities.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
600,Kirsty Williams,For,NDM6094 Amendment  4,2016-09-21,3991,NDM6094,FALSE,FALSE,NDM6094 - Assembly Debate,Neil Hamilton,2016-09-14,2016-09-14,"To propose that the National Assembly for Wales:1. Acknowledges the important role played by grammar schools in promoting social mobility and giving children from poorer backgrounds access to a first class education.2. Notes that a reduction in social mobility has gone hand in hand with a cut in grammar school places. 3. Believes in diversity in secondary education, which gives children the right to a grammar school education if parents so desire, and supports enhanced status for technical and vocational education and the re-introduction of grammar schools in Wales to produce an educational system which provides the best opportunities for children of all abilities.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
653,Kirsty Williams,Against,NDM6094 Amendment  5,2016-09-21,3991,NDM6094,FALSE,FALSE,NDM6094 - Assembly Debate,Neil Hamilton,2016-09-14,2016-09-14,"To propose that the National Assembly for Wales:1. Acknowledges the important role played by grammar schools in promoting social mobility and giving children from poorer backgrounds access to a first class education.2. Notes that a reduction in social mobility has gone hand in hand with a cut in grammar school places. 3. Believes in diversity in secondary education, which gives children the right to a grammar school education if parents so desire, and supports enhanced status for technical and vocational education and the re-introduction of grammar schools in Wales to produce an educational system which provides the best opportunities for children of all abilities.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
704,Kirsty Williams,Against,NDM6094 Amendment  6,2016-09-21,3991,NDM6094,FALSE,FALSE,NDM6094 - Assembly Debate,Neil Hamilton,2016-09-14,2016-09-14,"To propose that the National Assembly for Wales:1. Acknowledges the important role played by grammar schools in promoting social mobility and giving children from poorer backgrounds access to a first class education.2. Notes that a reduction in social mobility has gone hand in hand with a cut in grammar school places. 3. Believes in diversity in secondary education, which gives children the right to a grammar school education if parents so desire, and supports enhanced status for technical and vocational education and the re-introduction of grammar schools in Wales to produce an educational system which provides the best opportunities for children of all abilities.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
751,Kirsty Williams,Against,NDM6104 Plaid Cymru debate on the motion without amendment,2016-09-28,3993,NDM6104,FALSE,FALSE,NDM6104 - Assembly Debate,Rhun ap Iorwerth,2016-09-21,2016-09-21,To propose that the National Assembly for Wales:Calls on the Welsh Government to ensure that the supporting people programme is protected from any financial cuts over the term of this Assembly.,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
797,Kirsty Williams,Against,NDM6102 Welsh Conservatives debate on the motion without amendment,2016-09-28,3993,NDM6102,FALSE,FALSE,NDM6102 - Assembly Debate,Paul Davies,2016-09-21,2016-09-21,To propose that the National Assembly for Wales:1. Believes that the First Minister's Programme for Government does not provide the confidence or detail required to improve the life chances of people in communities across Wales.2. Calls on the Welsh Government to outline how it intends to deliver its Programme for Government within its budget. 'The Welsh Government's Programme for Government',Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
832,Kirsty Williams,Against,NDM6111 - Plaid Cymru debate on the motion without amendment,2016-10-05,3995,NDM6111,FALSE,FALSE,NDM6111 - Assembly Debate,Rhun ap Iorwerth,2016-09-28,2016-09-28,To propose that the National Assembly for Wales:1. Calls on the Welsh Government to provide clarity regarding funding for Rural Development Plan projects post January 2017 and provide a more proactive approach to the current programme.2. Affirms that remaining part of the single market is the best current option to ensure tariff and quota free access to that market.3. Recognises the importance of migrant workers to the rural economy.,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
893,Kirsty Williams,Against,NDM6112 - Plaid Cymru debate on the motion without amendment,2016-10-05,3995,NDM6112,FALSE,FALSE,NDM6112 - Assembly Debate,Rhun ap Iorwerth,2016-09-28,2016-09-28,"To propose that the National Assembly for Wales:1. Recognises the importance of a vibrant and diverse high street in supporting local enterprise.2. Regrets that the shop vacancy rate on our high streets is consistently higher than the UK average.3. Regrets the loss of community assets or local services as a result of low footfall on Welsh high streets.4. Calls on the Welsh Government to set up a new fund to enable local authorities and community groups to offer free car parking in towns throughout Wales, providing a vital boost to town centre regeneration.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
943,Kirsty Williams,Against,NDM6109 - Welsh Conservatives debate on the motion without amendment,2016-10-05,3995,NDM6109,FALSE,FALSE,NDM6109 - Assembly Debate,Paul Davies,2016-09-28,2016-09-28,"To propose that the National Assembly for Wales:1. Notes the Welsh Government's decision to revoke the 'right to buy' initiative.2. Recognises that since 1980, when 'right to buy' was introduced in Wales, 130,000 families have been given the opportunity to buy their own council house, and that the people of Wales need to be trusted to make their own decisions on home ownership.3. Calls on the Welsh Government to recognise that 'right to buy' creates a valuable opportunity for people to own their own homes.4. Believes that the annual target for house building should be at least 14,000 homes a year by 2020, following the recommendations of the Federation of Master Builders in their Programme for Government: 2015 to 2020.'FMB Programme for Government: 2015 to 2020'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
987,Kirsty Williams,Against,NDM6110 - United Kingdom Independence Party debate on the motion without amendment,2016-10-05,3995,NDM6110,FALSE,FALSE,NDM6110 - Assembly Debate,Neil Hamilton,2016-09-28,2016-09-28,"To propose that the National Assembly for Wales:Believes that the HS2 project should be scrapped and the capital savings used to enhance the existing rail network, including:(a) fully funding the electrification of the south Wales main line, and the south Wales metro project; and(b) an extensive upgrading of the north Wales rail network.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1034,Kirsty Williams,For,NDM6089 Debate by Individual Members on the motion without amendment,2016-10-12,3997,NDM6089,FALSE,FALSE,NDM6089 - Member Debates,Lee Waters,2016-09-13,2016-09-13,To propose that the National Assembly for Wales:1. Recognises the multiple health and wellbeing benefits of physical activity.2. Notes that only 35 per cent of Welsh children are getting the recommended hour of physical activity that they need every day.3. Recognises the potential of the Active Travel (Wales) Act 2013 to raise levels of physical activity amongst all age groups.4. Calls on the Welsh Government to fully engage communities in identifying the new routes that would link up local destinations and would be most likely to be well used.'Active Travel (Wales) Act 2013',Labour,Llanelli,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1080,Kirsty Williams,Against,NDM6115 Plaid Cymru debate on the motion without amendment,2016-10-12,3997,NDM6115,FALSE,FALSE,NDM6115 - Assembly Debate,Rhun ap Iorwerth,2016-10-05,2016-10-05,"To propose that the National Assembly for Wales: 1. Regrets that prejudice towards those who have, or have had, mental health problems continues, and the impact this can have on employment, income and well-being for those with mental health problems.2. Believes that education about mental health should start at a young age and schools should be equipped to promote well-being amongst all pupils.3. Calls on the Welsh Government to:a) continue to tackle prejudice and to seek powers over employment law so that protections for people with mental health problems at work can be strengthened; andb) ensure that all public services examine ways in which their own practices can be improved to contribute towards better mental health.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1144,Kirsty Williams,Against,NDM6114 Welsh Conservatives debate on the motion without amendment,2016-10-12,3997,NDM6114,FALSE,FALSE,NDM6114 - Assembly Debate,Paul Davies,2016-10-05,2016-10-05,"To propose that the National Assembly for Wales:Recognises that there is a need for specific legislation for autism, and calls on the Welsh Government to bring forward an autism (Wales) bill during the fifth Assembly term.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1224,Kirsty Williams,Against,NDM6128 - United Kingdom Independence Party debate on the motion without amendment,2016-11-02,4001,NDM6128,FALSE,FALSE,NDM6128 - Assembly Debate,Neil Hamilton,2016-10-26,2016-10-26,To propose that the National Assembly for Wales:,UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1432,Kirsty Williams,Against,NDM6145 - Plaid Cymru debate on the motion without amendment,2016-11-16,4005,NDM6145,FALSE,FALSE,NDM6145 - Assembly Debate,Rhun ap Iorwerth,2016-11-09,2016-11-09,"To propose that the National Assembly for Wales:1. Recognises the significant contribution made by workers from overseas to the care and treatment of patients within the NHS.2. Calls on the Welsh Government, through negotiation with the UK Government, to secure powers to issue work permits for overseas nationals to work in the Welsh NHS.",Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1488,Kirsty Williams,Against,NDM6140 - Welsh Conservatives debate on the motion without amendment,2016-11-16,4005,NDM6140,FALSE,FALSE,NDM6140 - Assembly Debate,Paul Davies,2016-11-09,2016-11-09,"To propose that the National Assembly for Wales:1. Recognises the important and valuable contribution made to Welsh society by older people.2. Believes that older people deserve dignity and respect, as well as independence and the freedom to make decisions about their own lives.3. Regrets the Welsh Government's failure to provide security for older people by setting a cap on costs and protecting £100,000 of assets for those in residential care ensuring people do not lose their life savings and homes to care costs.4. Notes the findings from a dementia report produced by the Older People's Commissioner for Wales that highlighted the difficulties those with dementia have in accessing the information, support, and services that can make a big difference to their lives.5. Calls on the Welsh Government to:a) Introduce an Older People's Rights Bill, to extend and promote the rights of older people; b) Place a duty on public sector bodies to consult older people when making decisions which affect their lives; and c) Make Wales the first dementia-friendly nation in the UK.'Dementia Report'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1524,Kirsty Williams,Against,NDM6141 - United Kingdom Independence Party debate on the motion without amendment,2016-11-16,4005,NDM6141,FALSE,FALSE,NDM6141 - Assembly Debate,Mark Reckless,2016-11-09,2016-11-09,To propose that the National Assembly for Wales:Supports the abolition of tolls on the Severn bridges following their return to the public sector.,Independent,NA,South Wales East,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1558,Kirsty Williams,For,NDM6141 - Amendment  3,2016-11-16,4005,NDM6141,FALSE,FALSE,NDM6141 - Assembly Debate,Mark Reckless,2016-11-09,2016-11-09,To propose that the National Assembly for Wales:Supports the abolition of tolls on the Severn bridges following their return to the public sector.,Independent,NA,South Wales East,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1609,Kirsty Williams,For,NDM6143 Debate by Individual Members under Standing Order 11.21(iv),2016-11-23,4007,NDM6143,FALSE,FALSE,NDM6143 - Member Debates,Lee Waters,2016-11-09,2016-11-09,"To propose that the National Assembly for Wales:1. Recognises the enormous potential benefits of the application of 'big data' in agriculture.2. Notes the growth in research and development in precision agriculture as a way of increasing yields, maximising the use of scarce resources and minimising the use of harmful chemicals.3. Calls on the Welsh Government to develop a strategy to put Wales at the forefront of the development of precision agriculture.",Labour,Llanelli,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1656,Kirsty Williams,Against,NDM6170 Welsh Conservatives Debate on the Motion without amendment,2016-11-23,4007,NDM6170,FALSE,FALSE,NDM6170 - Assembly Debate,Paul Davies,2016-11-16,2016-11-16,"To propose that the National Assembly for Wales:1. Recognises that the retail industry employs 130,000 people in Wales, and makes a key contribution to the Welsh economy.2. Notes that the current shop vacancy rate in Wales stands at almost 14 per cent, and the projected rate of store closures is higher in Wales than anywhere else in the UK over the next two years.3. Regrets that the Welsh Government has not used innovative and supportive measures to help businesses through their transition to the Valuation Office Agency's revaluations, leaving Welsh businesses to tackle high rates, alongside a system of temporary rebates, and a slow appeals process. 4. Calls on the Welsh Government to:a) abolish business rates for all businesses with a rateable value of up to £12,000, and provide tapered support for those with a rateable value up to £15,000;b) take a proactive approach to radically reform the outdated business rates system, and make Wales the flagship nation in addressing the need to provide a more supportive business environment; andc) place an immediate cap on the multiplier, and a timetabled plan for a gradual reduction in rates.",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1697,Kirsty Williams,Against,NDM6171 Plaid Cymru debate on the motion without amendment,2016-11-23,4007,NDM6171,FALSE,FALSE,NDM6171 - Assembly Debate,Rhun ap Iorwerth,2016-11-16,2016-11-16,To propose that the National Assembly for Wales:1. Regrets the gap between the highest and the lowest paid workers in Welsh local authorities and the wider public sector. 2. Notes Plaid Cymru's success in forcing the Welsh Government to amend the Local Democracy Act during the fourth Assembly to include measures that have improved transparency in how senior officers pay is decided through the establishment of independent remuneration panels. 3. Calls on the Welsh Government to:(a) legislate to introduce nationally set pay scales and terms and conditions to control senior and chief officer pay through a national framework which would ensure fair pay for all public sector workers in Wales; and(b) define the role of local authorities chief executives in legislation which would include abolishing additional payments to council officials for returning officer duties.'Local Government (Democracy) (Wales) Act 2013',Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1739,Kirsty Williams,Against,NDM6172 Plaid Cymru debate on the motion without amendment,2016-11-23,4007,NDM6172,FALSE,FALSE,NDM6172 - Assembly Debate,Rhun ap Iorwerth,2016-11-16,2016-11-16,To propose that the National Assembly for Wales:1. Notes that the independent cancer task force has called for a target of diagnosis within 28 days.2. Calls on the Welsh Government to ensure that the extra investment in diagnostic equipment secured by Plaid Cymru in the budget negotiations helps achieve this target.,Plaid Cymru,Ynys Mon,North Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1773,Kirsty Williams,For,NDM6174: Motion as Amended - The Older People's Commissioner for Wales' Annual Report 2015-16,2016-11-29,4008,NDM6174,FALSE,FALSE,NDM6174 - Government Debate,Jane Hutt,2016-11-22,2016-11-22,To propose that the National Assembly for Wales:Notes the Annual Report for 2015-16 by the Older People's Commissioner for Wales.'The Older People's Commissioner for Wales Annual Report 2015-16',Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1824,Kirsty Williams,For,NDM6177 Welsh Conservatives debate on the motion without amendment,2016-11-30,4009,NDM6177,FALSE,FALSE,NDM6177 - Assembly Debate,Paul Davies,2016-11-23,2016-11-23,"To propose that the National Assembly for Wales:1. Believes that promoting the innovative use of cross-border healthcare can offer improved patient outcomes for people in Wales and England.2. Notes the findings of the Silk Commission, which made recommendations to improve cross-border health delivery, particularly to promote closer working in relation to specialist services.3. Calls on the Welsh Government to reflect on the findings of the Welsh Affairs Select Committee report on cross-border health arrangements between England and Wales, which reflects concerns about the difficulties and delays in accessing secondary and specialist services on a cross-border basis.'Commission on Devolution in Wales – Empowerment and Responsibility: Legislative Powers to Strengthen Wales'‘Welsh Affairs Select Committee – Third Report - Cross-border health arrangements between England and Wales’",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1874,Kirsty Williams,For,NDM6144- Debate by Individual Members under Standing Order 11.21(iv) on the motion without amendment,2016-12-07,4011,NDM6144,FALSE,FALSE,NDM6144 - Member Debates,Jenny Rathbone,2016-11-09,2016-11-09,"To propose that the National Assembly for Wales:Notes that a) levels of obesity across Wales continue to rise and obesity is more prevalent amongst poorer communities;b) changing people's eating habits is complicated and involves a combination of good food availability, affordability and cookery skills;c) the Active Travel (Wales) Act 2013 has yet to impact significantly on the amount of exercise people undertake;d) declining rates of smoking have only been achieved through decades of education and tough government action, and took place against the tobacco industry's efforts to deny the science and block government action; ande) a combination of education, legislation and public procurement is required to tackle a growing public health problem.'Active Travel (Wales) Act 2013'",Labour,Cardiff Central,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1930,Kirsty Williams,Against,NDM6182 - Welsh Conservatives debate on the motion without amendment,2016-12-07,4011,NDM6182,FALSE,FALSE,NDM6182 - Assembly Debate,Paul Davies,2016-11-30,2016-11-30,"To propose that the National Assembly for Wales:1. Notes the UK Government's Autumn Statement;2. Acknowledges the announcement that the Welsh Government will benefit from an additional £436 million by 2020-21 to its capital budgets from the Autumn Statement;3. Notes that the UK Government will raise the National Living Wage to £7.50 to support jobs and earnings across the UK;4. Further notes that the Personal Allowance and Higher Rate threshold will increase to £12,000 and £50,000 respectively by 2020-21, which will reduce the income tax bill for 1.4 million individuals in Wales in 2017-18.'Autumn Statement 2016'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
1962,Kirsty Williams,Against,NDM6181 - United Kingdom Independence Party debate on the motion without amendment,2016-12-07,4011,NDM6181,FALSE,FALSE,NDM6181 - Assembly Debate,Neil Hamilton,2016-11-30,2016-11-30,"To propose that the National Assembly for Wales: 1. Notes proposals from the UK Government to abolish fees charged by letting agents to tenants in England.2. Regrets that, on average, tenants are charged £233 in letting fees.3. Calls on the Welsh Government to:(a) take action to consider the impact of the abolition of these fees which has already taken place in Scotland;(b) bring forward legislation in this Assembly to ban renters fees, ensuring that costs cannot be passed on to:(i) tenants, by way of artificially higher rents; and(ii) private landlords, noting that they form a valuable part of helping renters on to the property ladder.",UKIP,NA,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2000,Kirsty Williams,For,NDM6187 - The Non-Domestic Rating (Chargeable Amounts) (Wales)  Regulations 2016,2016-12-13,4012,NDM6187,FALSE,FALSE,NDM6187 - Government Debate,Jane Hutt,2016-12-06,2016-12-06,"To propose that the National Assembly for Wales, in accordance with Standing Order 27.5Approves that the draft The Non-Domestic Rating (Chargeable Amounts) (Wales) Regulations 2016 is made in accordance with the draft laid in the Table Office on 22 November 2016.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2063,Kirsty Williams,Against,NDM6188 Welsh Conservatives debate on the motion without amendment,2016-12-14,4013,NDM6188,FALSE,FALSE,NDM6188 - Assembly Debate,Paul Davies,2016-12-07,2016-12-07,"To propose that the National Assembly for Wales:1. Notes Wales' performance in the Organisation for Economic Co-operation and Development's 2015 Programme for International Student Assessment, which were published on the 6th December 2016.2. Regrets that scores in reading, maths and science were lower in 2015 than in 2006.3. Calls upon the Welsh Government to develop a clear strategy with measurable targets and a clear timetable to ensure improvement in PISA 2018.'Programme for International Student Assessment results - UK'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2096,Kirsty Williams,For,NDM6192 The Final Budget,2017-01-10,4073,NDM6192,FALSE,FALSE,NDM6192 - Government Debate,Jane Hutt,2016-12-20,2016-12-20,"To propose that the National Assembly for Wales, in accordance with Standing Order 20.25, approves the Annual Budget for the financial year 2017-18 laid in the Table Office by the Cabinet Secretary for Finance and Local Government on 20 December 2016.Footnote:In accordance with the relevant provisions contained in the Government of Wales Act 2006 and Standing Order 20.28, the Annual Budget comprises the following information:1. the written statement required under section 125(3) of the Government of Wales Act 20062. the resources agreed by the Treasury for the Welsh block budget for the financial year covered by the motion;3. a reconciliation between the resources allocated to the Welsh block budget by the Treasury and the resources to be authorised for use in the motion;4. a reconciliation between the estimated amounts to be paid into the Welsh Consolidated Fund by the Secretary of State and the amounts to be authorised for payment out of the Fund in the motion; and5. a reconciliation between the resources to be authorised under section 125(1)(a) and (b) of the Act and the amounts to be authorised for payment out of the Welsh Consolidated Fund under section 125(1)(c). The following additional information has been made available to Members:• an Explanatory Note on changes between Draft Budget proposals and the Annual Budget.",Labour,Vale of Glamorgan,South Wales Central,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
2161,Kirsty Williams,Against,NDM6195 Welsh Conservatives debate on the motion without amendment,2017-01-11,4074,NDM6195,FALSE,FALSE,NDM6195 - Assembly Debate,Paul Davies,2017-01-04,2017-01-04,"To propose that the National Assembly for Wales:1. Notes the Cabinet Secretary for Health, Wellbeing and Sport's statement in November 2016 on winter preparedness.2. Further notes the Royal College of Physicians' response to the inquiry into winter preparedness 2016/17, which stated that: ""The challenges facing health boards as they prepare for winter are complex. They reflect wider pressures on the NHS and social care"", and that; ""Health boards are operating in an under-funded, under-doctored and overstretched context"".3. Calls on the Welsh Government to provide a status report on how its 2016/17 planning, alongside those of Welsh Health Boards, is performing against the current situation across the Welsh NHS. 'Statement: Winter Preparedness' 'Inquiry into winter preparedness 2016/17: RCP Wales response'",Conservative,Preseli Pembrokeshire,Mid & West Wales,Liberal Democrats,Brecon & Radnorshire,Mid & West Wales
